70 76
0 1 1 1 1 99.9
1 1 1 1 1 99.995
2 1 1 1 1 99.95
3 1 1 1 1 99.95
4 1 1 1 1 99.9
5 1 1 1 1 99.9
6 1 1 1 1 99
7 1 1 1 1 99.995
8 1 1 1 1 99.9
9 1 1 1 1 99
10 1 1 1 1 99
11 1 1 1 1 99.95
12 1 1 1 1 99.995
13 1 1 1 1 99.95
14 1 1 1 1 99.9
15 1 1 1 1 99.995
16 1 1 1 1 99.9
17 1 1 1 1 99.995
18 1 1 1 1 99.9
19 1 1 1 1 99.9
20 1 1 1 1 99.995
21 1 1 1 1 99.9
22 1 1 1 1 99
23 1 1 1 1 99.995
24 1 1 1 1 99.95
25 1 1 1 1 99
26 1 1 1 1 99.9
27 1 1 1 1 99.9
28 1 1 1 1 99
29 1 1 1 1 99.95
30 1 1 1 1 99.95
31 1 1 1 1 99.95
32 1 1 1 1 99
33 1 1 1 1 99.95
34 1 1 1 1 99.95
35 1 1 1 1 99.995
36 1 1 1 1 99.9
37 1 1 1 1 99
38 1 1 1 1 99
39 1 1 1 1 99.9
40 1 1 1 1 99.9
41 1 1 1 1 99
42 1 1 1 1 99
43 1 1 1 1 99.9
44 1 1 1 1 99.9
45 1 1 1 1 99.995
46 1 1 1 1 99.95
47 1 1 1 1 99.95
48 1 1 1 1 99.9
49 1 1 1 1 99
50 1 1 1 1 99.995
51 1 1 1 1 99.995
52 1 1 1 1 99.9
53 1 1 1 1 99
54 1 1 1 1 99.995
55 1 1 1 1 99.9
56 1 1 1 1 99
57 1 1 1 1 99.9
58 1 1 1 1 99
59 1 1 1 1 99.9
60 0 0 2 1 99
61 0 0 2 1 99
62 0 0 2 1 99.9
63 0 0 2 1 99
64 0 0 3 1 99.9
65 0 0 3 1 99.95
66 0 0 3 1 99.9
67 0 0 3 1 99.995
68 0 0 4 1 99.995
69 0 0 4 1 99.9
0 60 0 1000 1 99.18862
1 60 1 1000 1 99.16812
2 60 2 1000 1 99.31926
3 60 3 1000 1 99.19210
4 60 4 1000 1 99.01521
5 60 5 1000 1 99.20674
6 60 6 1000 1 99.01804
7 60 7 1000 1 99.16458
8 60 8 1000 1 99.22006
9 60 9 1000 1 99.04696
10 60 10 1000 1 99.27155
11 60 11 1000 1 99.09915
12 60 12 1000 1 99.27195
13 60 13 1000 1 99.28356
14 60 14 1000 1 99.14630
15 61 15 1000 1 99.21945
16 61 16 1000 1 99.19486
17 61 17 1000 1 99.21429
18 61 18 1000 1 99.21425
19 61 19 1000 1 99.05699
20 61 20 1000 1 99.12267
21 61 21 1000 1 99.27487
22 61 22 1000 1 99.10071
23 61 23 1000 1 99.03594
24 61 24 1000 1 99.17981
25 61 25 1000 1 99.15548
26 61 26 1000 1 99.21914
27 61 27 1000 1 99.12362
28 61 28 1000 1 99.26129
29 61 29 1000 1 99.24988
30 62 30 1000 1 99.12606
31 62 31 1000 1 99.06341
32 62 32 1000 1 99.24972
33 62 33 1000 1 99.10211
34 62 34 1000 1 99.29475
35 62 35 1000 1 99.30980
36 62 36 1000 1 99.15277
37 62 37 1000 1 99.00129
38 62 38 1000 1 99.06757
39 62 39 1000 1 99.09635
40 62 40 1000 1 99.26773
41 62 41 1000 1 99.26667
42 62 42 1000 1 99.26450
43 62 43 1000 1 99.22764
44 62 44 1000 1 99.18165
45 63 45 1000 1 99.03576
46 63 46 1000 1 99.08821
47 63 47 1000 1 99.26550
48 63 48 1000 1 99.08180
49 63 49 1000 1 99.01773
50 63 50 1000 1 99.02036
51 63 51 1000 1 99.03671
52 63 52 1000 1 99.05110
53 63 53 1000 1 99.21360
54 63 54 1000 1 99.15227
55 63 55 1000 1 99.23576
56 63 56 1000 1 99.14025
57 63 57 1000 1 99.05751
58 63 58 1000 1 99.14070
59 63 59 1000 1 99.24020
60 64 60  10000 1 99.29250
61 65 60  10000 1 99.21082
62 64 61  10000 1 99.30710
63 65 61  10000 1 99.21537
64 66 62  10000 1 99.16489
65 67 62  10000 1 99.24561
66 66 63  10000 1 99.06826
67 67 63  10000 1 99.03575
68 68 64  10000 1 98.03120
69 68 65  10000 1 98.06604
70 68 66  10000 1 99.10077
71 68 67  10000 1 98.12005
72 69 64  10000 1 98.04564
73 69 65  10000 1 98.18991
74 69 66  10000 1 99.21920
75 69 67  10000 1 98.23863
